Sentences,Date
IT WILL REVEAL THAT WHITES HAVE NEVER CREATED SO WRENCHING AN EPITHET FOR EVEN THE MOST BEKNIGHTED MEMBERS OF THEIR OWN RACE.,1/13/1995
"IT IS A PERSISTENT REMINDER THAT YOU ARE STILL PERCEIVED AS A DEGRADED SPECIES OF HUMANITY, A LEVEL TO WHICH WHITES CAN NEVER DESCEND.""",1/13/1995
"MR. COCHRAN WOULD LIKE TO ASK A WHITE POLICE OFFICER IF HE EVER USED THAT WORD AND AFTER THAT WHITE POLICE OFFICER TESTIFIES THERE WILL BE OTHER WHITE MALE POLICE OFFICERS, AND BY THE TIME THOSE OTHER OFFICERS TESTIFY THEY WILL -- THE JURY WILL HAVE HEARD THIS WORD, THEY WILL BE UPSET, THEY WILL HAVE BECOME EMOTIONAL, AND AS SOON AS MR. COCHRAN WORKS THEM UP INTO THAT EMOTIONAL FRENZY HE WOULD LIKE TO GET THEM INTO, AS SOON AS HE DOES THAT AND THE NEXT WHITE POLICE OFFICER TAKES THE WITNESS STAND, THE JURY IS GOING TO PAINT THAT WHITE POLICE OFFICER WITH THE SAME BRUSH MR. COCHRAN PAINTED DETECTIVE FUHRMAN.",1/13/1995
"AND THERE BEGINS THE DECLINE OF THE PROSECUTION'S CASE, A VERY GOOD CASE I MIGHT ADD.",1/13/1995
THIS WORD HAS NO PLACE IN THIS COURTROOM AND IT SHOULD NOT BE HEARD BEFORE THE JURY.,1/13/1995
I KNOW THE COURT PROBABLY HAS HAD ITS OWN EXPERIENCE WITH RACIAL EPITHETS.,1/13/1995
"IN MY VIEW, AND I HAVEN'T SEARCHED FOR EMPIRICAL DATA ON THIS ISSUE OR READ ANY STUDIES ON THIS ISSUE, BUT I BELIEVE AND THIS CERTAINLY APPLIES TO ME AND IT APPLIES TO FRIENDS OF MINE WHO ARE ALSO AFRICAN AMERICANS, I BELIEVE THAT WHEN WE HEAR THIS WORD CERTAIN IMAGES COME TO MIND, PERHAPS NOT THEN, BUT PERHAPS LATER.",1/13/1995
IT ALWAYS CAUSES ME TO REFLECT ON THE FIRST TIME I WAS EVER CALLED THAT WORD.,1/13/1995
"I REMEMBER IT TODAY AS CLEAR AS A BELL AND IF YOU READ SOME OF THE ARTICLES I HANDED THE COURT YESTERDAY, YOU WILL SEE THAT THERE ARE OTHER PEOPLE, OTHER PEOPLE WHO ARE INTERVIEWED AND DOCUMENTED IN THOSE STUDIES AND REPORTS, OLD PEOPLE, OLDER THAN YOU, SIXTIES AND SEVENTIES, AND IN THE SIXTIES AND SEVENTIES, AND THEY ALL REMEMBER THE DAY, THE FIRST TIME SOMEBODY USED THAT WORD.",1/13/1995
I REMEMBER THE FIRST TIME.,1/13/1995
I'M SURE MR. COCHRAN REMEMBERS THE FIRST TIME.,1/13/1995
"AND WHENEVER I REFLECT BACK ON THAT, THAT EXPERIENCE, I FIND IT EXTREMELY UPSETTING AND I PROBABLY APPEAR TO BE GETTING A LITTLE UPSET RIGHT NOW AS I ADDRESS THE COURT.",1/13/1995
IT IS PROBABLY THE MOST NEGATIVE EXPERIENCE I HAVE EVER HAD IN MY LIFE.,1/13/1995
"AND WHEN THE JURY HEARS THAT WORD FROM A WHITE POLICE OFFICER, THEY ARE GOING TO REFLECT ALSO I THINK ON THE MOST NEGATIVE EXPERIENCE IN THEIR LIFE, AND I THINK THAT THIS -- OR RATHER THE FIRST TIME THAT THEY HEARD THAT WORD WILL PROBABLY BE THE MOST NEGATIVE EXPERIENCE AND I THINK THEY ARE GOING TO BECOME EMOTIONAL.",1/13/1995
"ANOTHER THING HEARING THAT WORD CAUSES BLACK PEOPLE TO DO, AFRICAN AMERICANS TO DO, IS IT CAUSES -- IT CAUSES YOU TO CHANGE YOUR FOCUS.",1/13/1995
IT DIVERTS YOUR ATTENTION.,1/13/1995
"IF WE REALLY WANT THE JURY'S ATTENTION FOCUSED ON THE EVIDENCE AND ON THE LEGAL AND FACTUAL ISSUES, THE IMPORTANT LEGAL AND FACTUAL ISSUES INHERIT IN THIS CASE, WE SHOULDN'T LET THEM HEAR THIS WORD, BECAUSE IF THEY HEAR THIS WORD THEY ARE GOING TO FOCUS THEIR ATTENTION ON THE ISSUE OF RACE.",1/13/1995
"THEY ARE GOING TO BE MORE CONCERNED WITH WHETHER MARK FUHRMAN IS A RACIST THAN THEY ARE WITH WHETHER THERE WAS ANY WAY, ANY POSSIBILITY, ANY CHANCE, ANY THEORY OFFERED BY THE DEFENSE TO ESTABLISH THAT MARK FUHRMAN PLANTED EVIDENCE.",1/13/1995
THAT WILL BE A FOREGONE CONCLUSION.,1/13/1995
THEY CAN JUST CHECK THAT ONE OFF.,1/13/1995
"HE MUST HAVE DONE IT, HE IS A RACIST.",1/13/1995
"THAT IS WHAT MR. COCHRAN WANTS THE JURY TO DO, SKIP THE EVIDENCE, FORGET THE DIRECT EXAMINATION AND THE CROSS-EXAMINATION AND THE REAL FACTUAL POINTS ESTABLISHED IN THE CASE.",1/13/1995
THE JURY IS GOING TO FIND THIS CASE ON THE BASIS OF RACE.,1/13/1995
THEY ARE GOING TO BE PREOCCUPIED WITH RACE.,1/13/1995
"AFTER ALL, MR. SIMPSON IS AN AFRICAN AMERICAN AND SO IS MR. COCHRAN.",1/13/1995
THE USE OF THIS WORD CAUSES PEOPLE TO DIVERT THEIR FOCUS FROM THE REAL IMPORTANT ISSUES IN FRONT OF THEM.,1/13/1995
IT CAUSES PEOPLE TO FOCUS SOLELY ON THE ISSUE OF RACE AND THAT IS THE REASON THAT WE DON'T USE IT.,1/13/1995
"NOW, I'M SURE THAT MR. COCHRAN OR DEAN UELMEN WILL STEP TO THE PODIUM AND THEY WILL SAY, JUDGE, YOUR HONOR, YOU CAN ALWAYS ISSUE SOME LIMITING INSTRUCTION.",1/13/1995
"YOU CAN SAY TO ALL THE BLACK JURORS HERE, LADIES AND GENTLEMEN, THE USE OF THE ""N"" WORD HAS BEEN INTRODUCED IN THIS CASE FOR A LIMITED PURPOSE AND THIS IS THE PURPOSE AND DON'T CONSIDER IT FOR ANY OTHER REASON.",1/13/1995
THAT IS POINTLESS.,1/13/1995
IT IS A WASTE OF PAPER AND A WASTE OF THE COURT'S TIME BECAUSE YOU CAN'T IGNORE IT.,1/13/1995
"ONCE THAT WORD IS IN FRONT OF YOU, YOU CAN'T IGNORE IT.",1/13/1995
"I HAVEN'T BEEN ABLE TO IGNORE THIS WORD OVER THE LAST WEEK WHEN I SUDDENLY FOUND MYSELF INVOLVED IN THIS NASTY LITTLE ISSUE, ARGUING THIS ISSUE, THE USE OF THE ""N"" WORD IN THIS CASE.",1/13/1995
"WELL, IT POSES AN IMPORTANT MORAL QUESTION FOR ME PERSONALLY BECAUSE MY BELIEF IS, HEY, IF YOU SEE A RACIST, LET'S TATTOO IT ON HIS FOREHEAD SO EVERYBODY KNOWS WHEN THEY MEET THE GUY THAT, HEY, HE IS A RACIST.",1/13/1995
"AND I AM NOT SAYING MARK FUHRMAN IS A RACIST, BECAUSE I HAVE MET MARK FUHRMAN AND I HAVE TALKED TO MARK FUHRMAN.",1/13/1995
"AND I HAVE LOOKED AT THESE RECORDS, AND WHAT I SEE IN THE RECORD IS THAT IN 1981 AND 1982 MARK FUHRMAN SUFFERED FROM STRESS.",1/13/1995
"HE SUFFERED FROM THE SAME KIND OF STRESS THAT LOTS OF POLICE OFFICERS SUFFER FROM, NOT JUST WHITE POLICE OFFICERS, BUT BLACK POLICE OFFICERS AS WELL.",1/13/1995
I THINK THE RECORDS ARE CLEAR THAT DURING THOSE DAYS THAT MARK FUHRMAN HAD BEEN SHOT AT FOR NO REASON OTHER THAN THE FACT THAT HE WAS AN LAPD OFFICER.,1/13/1995
"HIS FRIEND HAD BEEN SHOT AT, HIS COLLEAGUES HAD BEEN KILLED.",1/13/1995
PEOPLE WOULD SPIT ON HIM JUST BECAUSE HE WORE A BLUE UNIFORM.,1/13/1995
PEOPLE HAD DIRECTED RACIAL EPITHETS TOWARD HIM.,1/13/1995
HE HAD JUST COME BACK FROM VIETNAM WHEN HE JOINED THE LAPD.,1/13/1995
"HE WAS SUFFERING FROM STRESS AND IT HAS TO BE STRESSFUL TO BE A POLICE OFFICER IN THE CITY OF L.A: I MEAN, GEEZ, THE STUFF THAT IS GOING ON IN THIS CITY IN THE LAST FIVE TO SIX YEARS, I CAN'T IMAGINE ANYBODY THAT WOULD WANT A JOB LIKE THAT, BUT SOME DO AND THEY OUGHT TO BE COMMENDED.",1/13/1995
"BUT THE POINT I'M ATTEMPTING TO MAKE IS THAT THERE IS NO LIMITING INSTRUCTION THAT THE COURT CAN GIVE TO ORDER THE JURY OR TO CAUSE THE JURY TO PLACE THE USE OF THIS TERM INTO SOME PERSPECTIVE OTHER THAN THE ONE THEY HAVE ALWAYS PLACED IT IN AND THAT IS AT THE TOP OF THE LIST, NO.",1/13/1995
1,1/13/1995
NO.,1/13/1995
1 IN THE CATEGORY OF THE MOST OFFENSIVE EMOTIONAL TERMS IN THE ENGLISH LANGUAGE.,1/13/1995
"IT IS THE PROSECUTION'S POSITION THAT IF YOU ALLOW MR. COCHRAN TO USE THIS WORD AND TO PLAY THIS RACE CARD, NOT ONLY DOES THE DIRECTION AND THE FOCUS OF THE CASE CHANGE, BUT THE ENTIRE COMPLEXION OF THE CASE CHANGES.",1/13/1995
IT IS A RACE CASE THEN.,1/13/1995
"IT IS WHITE VERSUS BLACK, AFRICAN AMERICAN VERSUS CAUCASIAN, US VERSUS THEM, US VERSUS THE SYSTEM.",1/13/1995
IT IS NOT A SIMPLE ISSUE THEN OF SIMPLE GUILT OR INNOCENCE OR PROOF BEYOND A REASONABLE DOUBT.,1/13/1995
IT BECOMES AN ISSUE OF COLOR.,1/13/1995
"WHO IS -- YOU KNOW, WHO IS THE BLACKEST MAN UP HERE?",1/13/1995
WHO ARE THE REAL BROTHERS?,1/13/1995
WHO ARE -- WHO REALLY REPRESENTS THE AFRICAN AMERICAN INTERESTS IN THIS CASE?,1/13/1995
IT CHANGES TO ALL KIND OF OTHER THINGS.,1/13/1995
THE JURY -- THE JURY WILL FORGET ABOUT THE EVIDENCE IN THIS CASE.,1/13/1995
"ALL THEY WILL THINK ABOUT IS FRAME-UP, FRAME-UP, FRAME-UP.",1/13/1995
"THERE WON'T BE ANY EVIDENCE OF ANY FRAME, THAT THIS DEFENDANT WAS FRAMED BY ANY MEMBER OF THE LAPD.",1/13/1995
"YOU KNOW, THEY MAY MAKE A WEAK ATTEMPT AT PROVING A FRAME-UP, BUT THERE WON'T BE ANY EVIDENCE.",1/13/1995
"ALL THEY HAVE TO DO IS MENTION THE WORD, SAY TO MARK FUHRMAN, HEY, DID YOU EVER USE THAT ""N"" WORD AND HE WILL SAY YEAH AND IT IS OVER, HE MUST HAVE PLANTED THE GLOVE.",1/13/1995
"IN DIRECT EXAMINATION AND EVEN IN CROSS-EXAMINATION AND IN ALL MATTERS RELATED TO THE ISSUE, I BELIEVE, OF WHETHER EVIDENCE MIGHT BE ADMITTED AT TRIAL, THE EVIDENCE HAS TO BE RELEVANT, AND I THINK ALL EVIDENCE IS SUBJECT TO AN EVIDENCE CODE SECTION 352 OBJECTION.",1/13/1995
OKAY.,1/13/1995
DOES THE PROBATIVE VALUE OF THE EVIDENCE OR IS THE PROBATIVE VALUE OF THE EVIDENCE OUTWEIGHED BY THE PREJUDICIAL EFFECT?,1/13/1995
IS THERE SUBSTANTIAL PREJUDICE?,1/13/1995
AND I THINK MR. GOLDBERG YESTERDAY ALLUDED TO THE FACT THAT IT IS EVEN AND THIS ISN'T EVEN -- WHAT DID MR. GOLDBERG SAY?,1/13/1995
IF IT IS EVEN -- I BELIEVE WE WIN IF IT IS EVEN.,1/13/1995
BUT IN THIS SITUATION THE PREJUDICE THAT WILL FLOW TO THE PEOPLE'S CASE BECAUSE OF THE INFLAMMATORY NATURE OF THAT WORD IS BEYOND -- BEYOND SUBSTANTIAL PREJUDICE.,1/13/1995
IT IS EXTREME PREJUDICE.,1/13/1995
IT IS PREJUDICE AT THE MOST EXTREME.,1/13/1995
"WE CAN'T WIN, NO MATTER WHAT, BECAUSE NOW WE ARE TRYING A RACE CASE.",1/13/1995
WE ARE NOT TRYING O.J.,1/13/1995
SIMPSON AND WE ARE NOT TRYING THE ISSUE OF WHETHER HE KILLED TWO PEOPLE ON BUNDY ON JUNE 12.,1/13/1995
WE ARE TRYING A RACE CASE.,1/13/1995
"AND EVERYTHING, EVERY PIECE OF EVIDENCE, EVERY WITNESS, EVERYTHING THAT HAPPENS IN THIS CASE BEYOND THAT IS GOING TO SOMEHOW BE AFFECTED BY THE JURY'S PERCEPTION OF THAT WITNESS' ETHNICITY AND COLOR AND THE REAL ISSUES IN THIS CASE ARE GOING TO BE PAINTED, GLOSSED OVER, MISSED BY THE JURY AND COMPLETELY IGNORED.",1/13/1995
"NOW, THE COURT MAY WELL THINK, WELL, MR. DARDEN, THIS IS AN AWFUL EXTREME ARGUMENT THAT YOU ARE MAKING, BUT IT IS TRUE.",1/13/1995
"THAT IS WHAT THIS WORD DOES, YOUR HONOR.",1/13/1995
THAT IS WHAT THIS WORD DOES.,1/13/1995
"AND TO COME FROM A WHITE POLICE OFFICER, THAT JUST EXACERBATES EVERYTHING.",1/13/1995
"WHAT HAPPENED TO MARK FUHRMAN FOURTEEN YEARS AGO UNDER THE -- UNDER THE CONDITIONS IN WHICH THESE STATEMENTS WERE ALLEGEDLY MADE, WHILE SUFFERING APPARENTLY FROM SOME FORM OF STRESS, A POSTTRAUMATIC STRESS AND AFTER HIS WIFE LEFT HIM, IT IS UNFAIR.",1/13/1995
IT IS UNFAIR TO INTRODUCE THE STATEMENTS IN THIS CASE.,1/13/1995
THEY ARE INHERENTLY UNRELIABLE AND IT IS UNFAIR TO ALLOW MR. COCHRAN TO PLAY THE RACE CARD AND MAKE AND TURN THESE PROCEEDINGS INTO A RACE CASE.,1/13/1995
"IF I HAVEN'T STRENUOUSLY OBJECTED ALREADY TO THE NOTION THAT THIS WORD SHOULD NOT BE ADMITTED IN THE COURT, THEN LET ME MAKE IT CLEAR; I DO.",1/13/1995
"ALL THE PROSECUTION WANTS IN THIS CASE IS A FAIR SHOT, A FAIR TRIAL.",1/13/1995
"WE JUST WANT EVERYBODY TO PLAY BY THE RULES, AND WHEN WE DON'T PLAY BY THE RULES AND WHEN THERE IS A PERCEPTION THAT WE DON'T PLAY BY THE RULES, THE COURT SANCTIONS US, DEAN UELMEN BERATES US AND WE DO WHAT WE ARE SUPPOSED TO DO.",1/13/1995
THE RULES DON'T REQUIRE THE COURT TO ALLOW THE USE OF THIS WORD INTO THIS COURTROOM OR TO HAVE THIS WORD UTTERED INTO THIS COURTROOM.,1/13/1995
"AND WE STRONGLY URGE THE COURT, AND RESPECTFULLY SO, THAT THE COURT NOT ALLOW THAT WORD, THAT IT NOT BE UTTERED IN THIS COURTROOM.",1/13/1995
"THE COURT: THANK YOU, MR. DARDEN.",1/13/1995
ALL RIGHT.,1/13/1995
"MR. COCHRAN, IN DEFERENCE TO YOUR SCHEDULE -- MR. COCHRAN: MAY I SAY A WORD BEFORE?",1/13/1995
THE COURT: I WAS ABOUT TO SAY WE ARE GOING TO STAND IN RECESS.,1/13/1995
MR. COCHRAN: I WOULD LIKE TO SAY OR START AT THIS POINT.,1/13/1995
THE COURT: ALL RIGHT.,1/13/1995
"MR. COCHRAN: THANK YOU VERY MUCH, JUDGE ITO.",1/13/1995
"I HAVE A FUNERAL TO ATTEND TODAY, BUT THERE IS FEW THINGS IN LIFE MORE IMPORTANT THAN ATTENDING THE FUNERAL OF SOMEONE WHO IS DEPARTED WHERE YOU HAVE BEEN ASKED TO SPEAK, BUT I WOULD BE REMISS WERE I NOT AT THIS TIME TO TAKE THIS OPPORTUNITY TO RESPOND TO MY GOOD FRIEND, MR. CHRIS DARDEN.",1/13/1995
HIS REMARKS THIS MORNING ARE PERHAPS THE MOST INCREDIBLE REMARKS I'VE HEARD IN A COURT OF LAW IN THE 32 YEARS I HAVE BEEN PRACTICING LAW.,1/13/1995
HIS REMARKS ARE DEMEANING TO AFRICAN AMERICANS AS A GROUP.,1/13/1995
"AND SO I WANT, BEFORE I GO TO THIS FUNERAL, TO APOLOGIZE TO AFRICAN AMERICANS ACROSS THIS COUNTRY.",1/13/1995
NOT EVERY AFRICAN AMERICAN FEELS THAT WAY.,1/13/1995
"IT IS DEMEANING TO OUR JURORS TO SAY THAT AFRICAN AMERICANS WHO HAVE LIVED UNDER OPPRESSION FOR 200 PLUS YEARS IN THIS COUNTRY CANNOT WORK WITHIN THE MAINSTREAM, CANNOT HEAR THESE OFFENSIVE WORDS.",1/13/1995
"AFRICAN AMERICANS LIVE WITH OFFENSIVE WORDS, OFFENSIVE LOOKS, OFFENSIVE TREATMENT EVERY DAY OF THEIR LIVES, BUT YET THEY STILL BELIEVE IN THIS COUNTRY.",1/13/1995
"AND TO SAY THAT OUR JURORS, BECAUSE THEY HEAR THIS OFFENSIVE WORD -- EVERY DAY THAT PEOPLE CALL, THAT THEY INTERACT WITH PEOPLE, WE HAVE HEARD THIS IN THE QUESTIONNAIRES -- TO SAY THEY CAN'T BE FAIR IS ABSOLUTELY OUTRAGEOUS FOR THE PROSECUTION TO STAND HERE AND OVER THE LAST COUPLE OF DAYS TO PRESENT CHARACTER ASSASSINATION AGAINST THIS MAN, UNFOUNDED, BOGUS CHARGES AFTER CHARGE AFTER CHARGE, THEN TO WITHDRAW SEVENTEEN OF THOSE CHARGES, FOR THEM TO HAVE THE TEMERITY, THE UNMITIGATED GALL TO COME INTO THIS COURTROOM AND TALK ABOUT FAIRNESS.",1/13/1995
"WHAT WE ARE GOING TO BE TALKING ABOUT THIS AFTERNOON, YOUR HONOR, IS WORDS OUT OF THE MOUTH OF MARK FUHRMAN.",1/13/1995
"WHAT I WANT TO SHARE WITH YOU ARE THE THINGS THAT THIS MAN SAID, NOT WHAT WE MADE UP, WHAT HE SAID, WHAT HE TOLD PEOPLE.",1/13/1995
"AND I AM ASHAMED THAT MR. DARDEN WOULD ALLOW HIMSELF TO BECOME AN APOLOGIST FOR THIS MAN, TO JUSTIFY THE FACT HE IS A POLICE OFFICER.",1/13/1995
BEING A POLICE OFFICER IS TOUGH.,1/13/1995
BEING A LAWYER IS TOUGH.,1/13/1995
BEING A JUDGE IS TOUGH.,1/13/1995
THAT DOESN'T MAKE YOU USE RACISM.,1/13/1995
YOU CAN'T JUSTIFY THAT IN A CIVILIZED SOCIETY.,1/13/1995
TO TRY AND PRETEND THAT RACISM DOESN'T EXIST IN THIS COUNTRY IS TO BURY ONE'S HEAD IN THE SAND.,1/13/1995
IT IS THE HEIGHT OF NAIVETE.,1/13/1995
"NOBODY WANTS TO INTRODUCE RACE INTO THIS CASE, YOUR HONOR, BUT AS MR. DARDEN HAS POINTED OUT, RACE PLAYS A PART OF EVERYTHING IN AMERICA: WHAT HAS HAPPENED WITH AFRICAN AMERICANS, WE HAVE TRIED TO RISE ABOVE THAT BECAUSE WE UNDERSTAND THAT THERE ARE RACISTS IN THIS COUNTRY, BUT YET WE STILL LOVE THIS COUNTRY BECAUSE WE HAVE HELPED BUILD THIS COUNTRY, SO I AM PROUD TO BE AN AFRICAN AMERICAN.",1/13/1995
BUT I DON'T WEAR THAT.,1/13/1995
I AM ALSO A LAWYER.,1/13/1995
"I AM A LAWYER WHO HAPPENS TO BE AN AFRICAN AMERICAN, BUT I WILL NOT ALLOW MYSELF TO BE USED UNDER THESE CIRCUMSTANCES TO BECOME AN APOLOGIST FOR PEOPLE WHO USE RACIST STATEMENTS IN THE PAST, TO MALIGN OTHER AFRICAN AMERICANS, TO SAY THAT I'M SOME EXPERT TO COME HERE AND TESTIFY AS AN EXPERT AS TO WHAT BLACK PEOPLE THINK IN AMERICA: ALL ACROSS AMERICA TODAY, BELIEVE ME, BLACK PEOPLE ARE OFFENDED AT THIS VERY MOMENT, AND SO I HAVE TO SAY THIS WAS UNCALLED FOR, IT IS UNWARRANTED AND MOST UNFORTUNATE FOR SOMEBODY THAT I HAVE A LOT OF RESPECT FOR -- AND PERHAPS HE HAS BECOME TOO EMOTIONAL ABOUT THIS.",1/13/1995
BUT LET'S STEP BACK AND SEE WHAT WE ARE TALKING ABOUT HERE.,1/13/1995
"WHAT THE PROSECUTION SEEKS TO DO, YOUR HONOR, IS TO PRESCRIBE THE DEFENSE.",1/13/1995
"IF YOU LISTEN CAREFULLY TO MISS LEWIS, AND SHE DID A FINE JOB THIS MORNING, IT WAS ALMOST AS THOUGH SHE SWITCHED PLACES WITH DEAN UELMEN.",1/13/1995
"SHE TALKED TO YOUR HONOR ABOUT INCIDENTS THAT WERE TOO OLD, THE INCIDENTS -- THAT YOU WOULD HAVE TO TRY THESE INCIDENTS SEPARATELY, YOU WOULD HAVE THESE SEPARATE TRIALS, HOW UNFAIR IT WOULD BE TO THE PEOPLE.",1/13/1995
THEY DIDN'T WORRY ABOUT THAT WHEN THEY PUT OUT THIS LAUNDRY LIST OF 50 INCIDENTS GOING BACK SEVENTEEN YEARS TO TRY AND MALIGN THIS MAN.,1/13/1995
WHY WOULD THEY DO THAT?,1/13/1995
OUR JURY IS SEQUESTERED.,1/13/1995
WHY DO THEY DO THAT?,1/13/1995
BECAUSE THEY WANTED TO SHAPE PUBLIC OPINION.,1/13/1995
"WHATEVER MERIT THEY GOT IN THE LAST TWO DAYS, THEY ALWAYS HAVE A WAY OF SELF-DESTRUCTING.",1/13/1995
THEY WIPED IT ALL AWAY TODAY BY THEIR CONDUCT AND YOU WILL SEE THAT.,1/13/1995
"THE JURY WILL BE IN ON THAT FACT, NOT OUR JURY, THE JURY THEY HAVE BEEN TRYING TO COURT, THE JURY OF PUBLIC OPINION, BY THAT VERY OFFENSIVE SPEECH THAT WE'VE HEARD.",1/13/1995
"NOW, IN THIS REMARK -- AND WHAT WE ARE TRYING TO DO HERE TODAY, ALL WE ARE TRYING TO DO IS TAKE A WITNESS WHO IS A WITNESS OF THE PROSECUTION.",1/13/1995
"YOUR HONOR, WE DIDN'T CREATE MARK FUHRMAN.",1/13/1995
WE TAKE WITNESSES THE WAY WE FIND THEM.,1/13/1995
WE DIDN'T TELL HIM TO GO TO THE DOCTOR AND SAY ALL THOSE THINGS THAT I WILL SHARE WITH YOU THIS AFTERNOON.,1/13/1995
WE DIDN'T TELL HIM TO SAY THOSE THINGS IN FRONT OF KATHLEEN BELL.,1/13/1995
WE DIDN'T TELL HIM TO GET INVOLVED IN THE SHOOTING WITH MR. BRITTON.,1/13/1995
"AND I WANT TO TAKE THIS OPPORTUNITY TO PUT THE PROSECUTION ON NOTICE THAT AS THEY ARE CONTINUING THEIR INVESTIGATION OF MR. SIMPSON, WE ARE DAILY GETTING ADDITIONAL INFORMATION ABOUT MR. FUHRMAN, AND THEY SHOULD BE NOTICED THAT IF THERE IS ADDITIONAL INFORMATION COMING, WE WILL GIVE IT TO THEM AS WE GET IT, AND THEY SHOULD BE VERY MUCH AWARE OF THAT.",1/13/1995
"AND SO YOUR HONOR, I HOPE I HAVE INITIALLY EXPRESSED HOW I FEEL ABOUT THIS.",1/13/1995
"IT IS HARD TO REMAIN CALM IN THE FACE OF WHAT WE HAVE JUST HEARD, ESPECIALLY WHEN ONE HAS DEDICATED ONE'S LIFE TRYING TO RISE ABOVE RACISM, TO TRY ACT IN A PROFESSIONAL MANNER AT ALL TIMES.",1/13/1995
YOU ARE TRYING NOT TO INTERJECT ONE'S PERSONAL FEELINGS.,1/13/1995
"AND SO WHEN HE TALKS ABOUT MR. COCHRAN IS GOING TO DO THIS, HE DOESN'T KNOW WHAT WE ARE GOING TO DO.",1/13/1995
ALL WE ARE GOING TO DO IS CONDUCT THIS CASE FAIRLY AND HONESTLY.,1/13/1995
"AND THE FINAL THING I WOULD LIKE TO SAY BEFORE WE TAKE OUR BREAK, YOUR HONOR, IT SEEMS TO ME SOMEBODY NEEDS TO SAY TO THESE PROSECUTORS THAT THE FACT THAT THEY ARE PROSECUTORS DOESN'T MEAN THEY ARE ALWAYS RIGHT.",1/13/1995
THEY DON'T HAVE ANY PRIORITY ON THE TRUTH.,1/13/1995
"AND THE ARROGANCE THEY HAVE EACH SHOWN IN STANDING UP HERE AND TALKING ABOUT THIS MOUNTAIN OF EVIDENCE AND THEN COME WHINING BACK TO YOU SAYING, WELL, GEE, WE CAN'T GET A FAIR TRIAL BECAUSE JURORS ARE GOING TO BE THROWN OFF BY ONE WORD, HOW PREPOSTEROUS IS THAT?",1/13/1995
YOU WILL NOT BE SWAYED BY THAT.,1/13/1995
"AND IT SEEMS TO ME THAT PROFESSIONAL LAWYERS DON'T TALK IN TERMS OF WE'VE GOT ALL THIS EVIDENCE AGAINST HIM, THEY WITHDRAW IT THE NEXT DAY.",1/13/1995
THEY ARE MOUTHING.,1/13/1995
"IF THEY'VE GOT SO MUCH EVIDENCE, LET THEM PRODUCE IT IN COURT AND STOP TALKING ABOUT IT AND LET'S ALL PLAY BY THE RULES, LET'S PLAY BY THE FAIR RULES HERE.",1/13/1995
AND ALL WE WANT TO DO IS HAVE OUR FAIR OPPORTUNITY.,1/13/1995
"THEY, YOUR HONOR, DO NOT HAVE A RIGHT TO PRESCRIBE OUR CROSS-EXAMINATION AND WHAT THEY WOULD DO OUT OF TACTICS IS MARK FUHRMAN HAS BEEN A CENTRAL PERSON IN THIS CASE, BUT IN LISTENING TO IT THIS MORNING, YOUR HONOR, ALL OF A SUDDEN HE IS A VERY, VERY MINOR PLAYER IN THIS CASE.",1/13/1995
THEY WOULDN'T EVEN CALL HIM IF THEY DON'T WANT TO.,1/13/1995
THEY DON'T WANT TO CALL DR. GOLDEN.,1/13/1995
"BUT YOUR HONOR, THEY ARE LEFT AND STUCK WITH THESE WITNESSES.",1/13/1995
WE DIDN'T CREATE THEM.,1/13/1995
AND WE HAVE AN OPPORTUNITY AND A DUTY TO VIGOROUSLY CROSS-EXAMINE.,1/13/1995
WHEN WE RETURN THIS AFTERNOON I WILL ASK LEAVE OF COURT TO CONTINUE MY REMARKS AND SHARE THEM WITH DEAN UELMEN.,1/13/1995
I APPRECIATE YOUR ALLOWING ME TO DO THIS BEFORE I ASK LEAVE TO GO TO THE FUNERAL.,1/13/1995
THE COURT: ALL RIGHT.,1/13/1995
"COUNSEL, WE WILL STAND IN RECESS, ANTICIPATED RESUME -- MR. COCHRAN, HOW DOES 1:45 SOUND?",1/13/1995
"MR. COCHRAN: 1:45 WILL BE BETTER, JUDGE.",1/13/1995
THE COURT: MR. COCHRAN.,1/13/1995
MR. GORDON: CAN WE APPROACH ON THE NOTEBOOKS?,1/13/1995
(BRIEF PAUSE.),1/13/1995
THE COURT: ALL RIGHT.,1/13/1995
"MR. SHAPIRO, MR. GORDON, DO YOU WANT TO JOIN ME HERE, PLEASE.",1/13/1995
"(A CONFERENCE WAS HELD AT THE BENCH, NOT REPORTED.)",1/13/1995
(THE FOLLOWING PROCEEDINGS WERE HELD IN OPEN COURT:) (AT 12:02 P.M.,1/13/1995
THE NOON RECESS WAS TAKEN UNTIL 1:30 P.M. OF THE SAME DAY.),1/13/1995
"LOS ANGELES, CALIFORNIA; FRIDAY, JANUARY 13, 1995 1:55 P.M. DEPARTMENT NO.",1/13/1995
103 HON.,1/13/1995
"LANCE A: ITO, JUDGE APPEARANCES: (APPEARANCES AS HERETOFORE NOTED.)",1/13/1995
"(JANET M. MOXHAM, CSR NO.",1/13/1995
"4855, OFFICIAL REPORTER.)",1/13/1995
"(CHRISTINE M. OLSON, CSR NO.",1/13/1995
"2378, OFFICIAL REPORTER.)",1/13/1995
"(THE FOLLOWING PROCEEDINGS WERE HELD IN OPEN COURT, OUT OF THE PRESENCE OF THE JURY:) THE COURT: BACK ON THE RECORD IN THE SIMPSON MATTER.",1/13/1995
