Sentences,INDX,date_binary,Tags_Clean,Has_Date,Tags_Trim
"I don't know which one was the objective lens, but whichever one was the objective, the other one, the ocular was the converse, so one was seven and one was ten on the microscope.",341349,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'S-CARDINAL', 'O', 'S-CARDINAL', 'O', 'O', 'O', 'O']",1,"['I O', 'do O', ""n't O"", 'know O', 'which O', 'one O', 'was O', 'the O', 'objective O', 'lens O', ', O', 'but O', 'whichever O', 'one O', 'was O', 'the O', 'objective O', ', O', 'the O', 'other O', 'one O', ', O', 'the O', 'ocular O', 'was O', 'the O', 'converse O', ', O', 'so O', 'one O', 'was O', 'seven S-DATE', 'and O', 'one S-CARDINAL', 'was O', 'ten S-CARDINAL', 'on O', 'the O', 'microscope O', '. O']"
Scheck and Shapiro along with Miss Shawn Snider Chapman will be down at 4 o'clock.,398548,['0'],"['S-PERSON', 'O', 'S-PERSON', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'E-PERSON', 'O', 'O', 'O', 'O', 'B-TIME', 'E-TIME', 'O']",1,"['Scheck S-PERSON', 'and O', 'Shapiro S-PERSON', 'along O', 'with O', 'Miss O', 'Shawn B-PERSON', 'Snider I-PERSON', 'Chapman E-PERSON', 'will O', 'be O', 'down O', 'at O', '4 B-TIME', ""o'clock E-TIME"", '. O']"
"MR. COCHRAN: Now, with regard to the interview with Mr. Darden on or about I guess May 29th, 1995, in that interview-- MR. DARDEN: Objection to the form of the question.",306437,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['MR O', '. O', 'COCHRAN S-PERSON', ': O', 'Now O', ', O', 'with O', 'regard O', 'to O', 'the O', 'interview O', 'with O', 'Mr. O', 'Darden S-PERSON', 'on O', 'or O', 'about B-DATE', 'I I-DATE', 'guess I-DATE', 'May I-DATE', '29th I-DATE', ', I-DATE', '1995 E-DATE', ', O', 'in O', 'that O', 'interview O', '-- O', 'MR O', '. O', 'DARDEN S-PERSON', ': O', 'Objection O', 'to O', 'the O', 'form O', 'of O', 'the O', 'question O', '. O']"
6 WAS RECOVERED FROM THE DRIVEWAY CLOSE TO THE ROCKINGHAM ENTRANCE.,141707,['0'],"['S-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAC', 'I-FAC', 'E-FAC', 'O']",1,"['6 S-CARDINAL', 'WAS O', 'RECOVERED O', 'FROM O', 'THE O', 'DRIVEWAY O', 'CLOSE O', 'TO O', 'THE O', 'ROCKINGHAM O', 'ENTRANCE O', '. O']"
"Miss Claudine Ratcliffe obtained the hair samples from Mr. Ron Goldman, put it in the drop-off box, which I mentioned, on June 13th in the afternoon at 1440.",250353,['0'],"['O', 'B-PERSON', 'E-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'E-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'E-TIME', 'O', 'S-TIME', 'O']",1,"['Miss O', 'Claudine B-PERSON', 'Ratcliffe E-PERSON', 'obtained O', 'the O', 'hair O', 'samples O', 'from O', 'Mr. O', 'Ron B-PERSON', 'Goldman E-PERSON', ', O', 'put O', 'it O', 'in O', 'the O', 'drop-off O', 'box O', ', O', 'which O', 'I O', 'mentioned O', ', O', 'on O', 'June B-TIME', '13th I-TIME', 'in I-TIME', 'the I-TIME', 'afternoon E-TIME', 'at O', '1440 S-TIME', '. O']"
"MR. DARDEN: --that December 29, 1990?",410031,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O']",1,"['MR O', '. O', 'DARDEN S-PERSON', ': O', '-- O', 'that O', 'December B-DATE', '29 I-DATE', ', I-DATE', '1990 E-DATE', '? O']"
"JUDGE, WITH REGARD TO ANY SPACIAL DIFFERENCES, WE HAVE A DETECTIVE OF SOME 28 YEARS' EXPERIENCE, VERY, VERY COMPETENT DETECTIVE, WHO WILL BE ABLE TO TELL WHERE PEOPLE WERE STANDING AND THAT SORT OF THING.",62215,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['JUDGE O', ', O', 'WITH O', 'REGARD O', 'TO O', 'ANY O', 'SPACIAL O', 'DIFFERENCES O', ', O', 'WE O', 'HAVE O', 'A O', 'DETECTIVE O', 'OF O', 'SOME O', '28 B-DATE', 'YEARS E-DATE', ""' O"", 'EXPERIENCE O', ', O', 'VERY O', ', O', 'VERY O', 'COMPETENT O', 'DETECTIVE O', ', O', 'WHO O', 'WILL O', 'BE O', 'ABLE O', 'TO O', 'TELL O', 'WHERE O', 'PEOPLE O', 'WERE O', 'STANDING O', 'AND O', 'THAT O', 'SORT O', 'OF O', 'THING O', '. O']"
MR. CLARKE: You then wanted to ensure you had a photograph of each of the 1 through 261 other than the polymarkers that you didn't review?,356172,['0'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'S-FAC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['MR O', '. O', 'CLARKE S-PERSON', ': O', 'You O', 'then O', 'wanted O', 'to O', 'ensure O', 'you O', 'had O', 'a O', 'photograph O', 'of O', 'each O', 'of O', 'the O', '1 S-CARDINAL', 'through O', '261 O', 'other O', 'than O', 'the O', 'polymarkers O', 'that O', 'you O', 'did O', ""n't O"", 'review O', '? O']"
"MR. UELMEN: I'm sure we could do that by Tuesday morning, your Honor.",394945,['0'],"['S-PERSON', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIME', 'E-TIME', 'O', 'O', 'O', 'O']",1,"['MR S-PERSON', '. O', 'UELMEN S-PERSON', ': O', 'I O', ""'m O"", 'sure O', 'we O', 'could O', 'do O', 'that O', 'by O', 'Tuesday B-TIME', 'morning E-TIME', ', O', 'your O', 'Honor O', '. O']"
"Now, we had all this--we spent three days on this, if you recall.",443245,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['Now O', ', O', 'we O', 'had O', 'all O', 'this O', '-- O', 'we O', 'spent O', 'three B-DATE', 'days E-DATE', 'on O', 'this O', ', O', 'if O', 'you O', 'recall O', '. O']"
Three years prior to 1994?,302500,['1'],"['B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O']",1,"['Three B-DATE', 'years I-DATE', 'prior I-DATE', 'to I-DATE', '1994 E-DATE', '? O']"
19 is a hair that you removed from the Rockingham glove.,153700,['0'],"['S-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-GPE', 'O', 'O']",1,"['19 S-CARDINAL', 'is O', 'a O', 'hair O', 'that O', 'you O', 'removed O', 'from O', 'the O', 'Rockingham S-GPE', 'glove O', '. O']"
You want a marker--it'd be perfect if you had one that had say four different types and each type was 25 percent of the population.,162760,['0'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERCENT', 'E-PERCENT', 'O', 'O', 'O', 'O']",1,"['You O', 'want O', 'a O', 'marker O', '-- O', 'it O', ""'d O"", 'be O', 'perfect O', 'if O', 'you O', 'had O', 'one O', 'that O', 'had O', 'say O', 'four S-CARDINAL', 'different O', 'types O', 'and O', 'each O', 'type O', 'was O', '25 O', 'percent O', 'of O', 'the O', 'population O', '. O']"
"If the concentration of the alcohol is more than 30 percent, that will have an inhibitory means delaying the stomach emptying.",252361,['0'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERCENT', 'I-PERCENT', 'I-PERCENT', 'E-PERCENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['If O', 'the O', 'concentration O', 'of O', 'the O', 'alcohol O', 'is O', 'more O', 'than O', '30 O', 'percent O', ', O', 'that O', 'will O', 'have O', 'an O', 'inhibitory O', 'means O', 'delaying O', 'the O', 'stomach O', 'emptying O', '. O']"
I seem to recollect we have another matter set the 21st in the afternoon.,315797,['0'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'E-TIME', 'O']",1,"['I O', 'seem O', 'to O', 'recollect O', 'we O', 'have O', 'another O', 'matter O', 'set O', 'the B-TIME', '21st I-TIME', 'in I-TIME', 'the I-TIME', 'afternoon E-TIME', '. O']"
You saw those gloves yesterday?,259128,['1'],"['O', 'O', 'O', 'O', 'S-DATE', 'O']",1,"['You O', 'saw O', 'those O', 'gloves O', 'yesterday S-DATE', '? O']"
"And then in the original extract of 305, that was around 17 nanograms, approximately.",412711,['0'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'E-QUANTITY', 'O', 'O', 'O']",1,"['And O', 'then O', 'in O', 'the O', 'original O', 'extract O', 'of O', '305 S-CARDINAL', ', O', 'that O', 'was O', 'around B-QUANTITY', '17 I-QUANTITY', 'nanograms E-QUANTITY', ', O', 'approximately O', '. O']"
THIS DEFENDANT SEEKS RELIEF FROM HIS JANUARY 4TH OF THIS YEAR WAIVER OF HIS RIGHT TO CHALLENGE DNA EVIDENCE AS SOUGHT TO BE INTRODUCED BY THE PEOPLE IN THIS PARTICULAR ACTION.,132279,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['THIS O', 'DEFENDANT O', 'SEEKS O', 'RELIEF O', 'FROM B-DATE', 'HIS I-DATE', 'JANUARY I-DATE', '4TH I-DATE', 'OF I-DATE', 'THIS I-DATE', 'YEAR E-DATE', 'WAIVER O', 'OF O', 'HIS O', 'RIGHT O', 'TO O', 'CHALLENGE O', 'DNA O', 'EVIDENCE O', 'AS O', 'SOUGHT O', 'TO O', 'BE O', 'INTRODUCED O', 'BY O', 'THE O', 'PEOPLE O', 'IN O', 'THIS O', 'PARTICULAR O', 'ACTION O', '. O']"
1 of G-51; is that correct?,242122,['0'],"['O', 'O', 'S-ORG', 'O', 'O', 'O', 'O', 'O']",1,"['1 O', 'of O', 'G-51 S-ORG', '; O', 'is O', 'that O', 'correct O', '? O']"
"MR. RUBIN: Only because of what I've learned recently, I was given the impression that starting in 1992, they changed the actual sewing configuration to a different type of construction, but still use the same connotation that was in Aris lights glove.",257053,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O', 'O', 'O']",1,"['MR O', '. O', 'RUBIN S-PERSON', ': O', 'Only O', 'because O', 'of O', 'what O', 'I O', ""'ve O"", 'learned O', 'recently O', ', O', 'I O', 'was O', 'given O', 'the O', 'impression O', 'that O', 'starting O', 'in O', '1992 S-DATE', ', O', 'they O', 'changed O', 'the O', 'actual O', 'sewing O', 'configuration O', 'to O', 'a O', 'different O', 'type O', 'of O', 'construction O', ', O', 'but O', 'still O', 'use O', 'the O', 'same O', 'connotation O', 'that O', 'was O', 'in O', 'Aris S-PERSON', 'lights O', 'glove O', '. O']"
MR. SCHECK: Didn't you tell us yesterday that you had seen portions of it on news clips?,419367,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['MR O', '. O', 'SCHECK S-PERSON', ': O', 'Did O', ""n't O"", 'you O', 'tell O', 'us O', 'yesterday S-DATE', 'that O', 'you O', 'had O', 'seen O', 'portions O', 'of O', 'it O', 'on O', 'news O', 'clips O', '? O']"
DR. LAKSHMANAN: You want to start with B-23 first or-- MR. KELBERG: Let's start with B-23.,237384,['0'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'Token[9]: ""B-23', 'S-ORDINAL', 'O', 'O', 'O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'S-PRODUCT', 'O']",1,"['DR O', '. O', 'LAKSHMANAN S-PERSON', ': O', 'You O', 'want O', 'to O', 'start O', 'with O', 'B-23 O', 'first S-ORDINAL', 'or O', '-- O', 'MR O', '. O', 'KELBERG S-PERSON', ': O', 'Let O', ""'s O"", 'start O', 'with O', 'B-23 O', '. O']"
"MR. KELBERG: And from your knowledge of him, you learned that he has worked there in fact since 1981?",230600,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O']",1,"['MR O', '. O', 'KELBERG S-PERSON', ': O', 'And O', 'from O', 'your O', 'knowledge O', 'of O', 'him O', ', O', 'you O', 'learned O', 'that O', 'he O', 'has O', 'worked O', 'there O', 'in O', 'fact O', 'since B-DATE', '1981 E-DATE', '? O']"
"Q: WHEN WE BROKE AT LUNCHTIME WE WERE GOING TO SEE THROUGH YOUR NOTES OR THE LOG WHICH HAS BEEN MARKED NOW AS DEFENSE EXHIBIT 1006, WHAT TIME THE CORONER FINALLY ARRIVED IN THIS MATTER TO THE BUNDY LOCATION.",47988,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['Q O', ': O', 'WHEN O', 'WE O', 'BROKE O', 'AT O', 'LUNCHTIME O', 'WE O', 'WERE O', 'GOING O', 'TO O', 'SEE O', 'THROUGH O', 'YOUR O', 'NOTES O', 'OR O', 'THE O', 'LOG O', 'WHICH O', 'HAS O', 'BEEN O', 'MARKED O', 'NOW O', 'AS O', 'DEFENSE O', 'EXHIBIT O', '1006 S-DATE', ', O', 'WHAT O', 'TIME O', 'THE O', 'CORONER O', 'FINALLY O', 'ARRIVED O', 'IN O', 'THIS O', 'MATTER O', 'TO O', 'THE O', 'BUNDY O', 'LOCATION O', '. O']"
"MR. SCHECK: Now, are you familiar with the testimony of Dr. Baden and Dr. Wolf that on June 22nd, when they were at the Los Angeles Police Department laboratory with Michele Kestler, they observed the eyeglasses with two lenses?",383581,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O', 'O', 'S-PERSON', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'E-GPE', 'B-ORG', 'E-ORG', 'O', 'O', 'B-PERSON', 'E-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'O']",1,"['MR O', '. O', 'SCHECK S-PERSON', ': O', 'Now O', ', O', 'are O', 'you O', 'familiar O', 'with O', 'the O', 'testimony O', 'of O', 'Dr. O', 'Baden S-PERSON', 'and O', 'Dr. O', 'Wolf S-PERSON', 'that O', 'on O', 'June B-DATE', '22nd E-DATE', ', O', 'when O', 'they O', 'were O', 'at O', 'the O', 'Los B-GPE', 'Angeles E-GPE', 'Police B-ORG', 'Department E-ORG', 'laboratory O', 'with O', 'Michele B-PERSON', 'Kestler E-PERSON', ', O', 'they O', 'observed O', 'the O', 'eyeglasses O', 'with O', 'two S-CARDINAL', 'lenses O', '? O']"
"MR. DOUGLAS: Your Honor, I anticipate his being called sometime on Wednesday.",315783,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O']",1,"['MR O', '. O', 'DOUGLAS S-PERSON', ': O', 'Your O', 'Honor O', ', O', 'I O', 'anticipate O', 'his O', 'being O', 'called O', 'sometime O', 'on O', 'Wednesday S-DATE', '. O']"
"The reason why that's important is that any fair reading of the totality of this court's August 31st order, which was in fact very detailed, reflect a significant underlying focus upon the question of whether Mr. Fuhrman was speaking as himself or assuming the role of a character in a fictional work.",402438,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['The O', 'reason O', 'why O', 'that O', ""'s O"", 'important O', 'is O', 'that O', 'any O', 'fair O', 'reading O', 'of O', 'the O', 'totality O', 'of O', 'this O', 'court O', ""'s O"", 'August B-DATE', '31st E-DATE', 'order O', ', O', 'which O', 'was O', 'in O', 'fact O', 'very O', 'detailed O', ', O', 'reflect O', 'a O', 'significant O', 'underlying O', 'focus O', 'upon O', 'the O', 'question O', 'of O', 'whether O', 'Mr. O', 'Fuhrman S-PERSON', 'was O', 'speaking O', 'as O', 'himself O', 'or O', 'assuming O', 'the O', 'role O', 'of O', 'a O', 'character O', 'in O', 'a O', 'fictional O', 'work O', '. O']"
"I SAID, ""I'LL CALL YOU BACK WITHIN 10 MINUTES,"" I SAID.",119165,['0'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIME', 'E-TIME', 'O', 'O', 'O', 'O']",1,"['I O', 'SAID O', ', O', '"" O', ""I'LL O"", 'CALL O', 'YOU O', 'BACK O', 'WITHIN O', '10 B-TIME', 'MINUTES E-TIME', ',"" O', 'I O', 'SAID O', '. O']"
"MR. CLARKE: Did you in fact create any chart or document about polymarker results by the LAPD laboratory during this August through--May `93, through August of `94, time period?",355945,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-ORG', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O']",1,"['MR O', '. O', 'CLARKE S-PERSON', ': O', 'Did O', 'you O', 'in O', 'fact O', 'create O', 'any O', 'chart O', 'or O', 'document O', 'about O', 'polymarker O', 'results O', 'by O', 'the O', 'LAPD S-ORG', 'laboratory O', 'during B-DATE', 'this I-DATE', 'August E-DATE', 'through O', '-- O', 'May B-DATE', '` I-DATE', '93 E-DATE', ', O', 'through O', 'August B-DATE', 'of I-DATE', '` I-DATE', '94 E-DATE', ', O', 'time O', 'period O', '? O']"
"Now, I have objections, 1331 through 1336.",401866,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O']",1,"['Now O', ', O', 'I O', 'have O', 'objections O', ', O', '1331 B-DATE', 'through I-DATE', '1336 E-DATE', '. O']"
"On the second full paragraph starting at line 13, they say that: ""For persons who are directly engaged in the handling of evidence to leak the results of tests before the testing has been completed creates a strong inference of elicit tampering with the evidence,"" so that is one theory.",341912,['0'],"['O', 'O', 'S-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'O']",1,"['On O', 'the O', 'second S-ORDINAL', 'full O', 'paragraph O', 'starting O', 'at O', 'line O', '13 S-CARDINAL', ', O', 'they O', 'say O', 'that O', ': O', '"" O', 'For O', 'persons O', 'who O', 'are O', 'directly O', 'engaged O', 'in O', 'the O', 'handling O', 'of O', 'evidence O', 'to O', 'leak O', 'the O', 'results O', 'of O', 'tests O', 'before O', 'the O', 'testing O', 'has O', 'been O', 'completed O', 'creates O', 'a O', 'strong O', 'inference O', 'of O', 'elicit O', 'tampering O', 'with O', 'the O', 'evidence O', ',"" O', 'so O', 'that O', 'is O', 'one S-CARDINAL', 'theory O', '. O']"
I got it Friday.,313069,['1'],"['O', 'O', 'O', 'S-DATE', 'O']",1,"['I O', 'got O', 'it O', 'Friday S-DATE', '. O']"
"A: NO, IT WASN'T FOUR MONTHS THAT I RECALL.",18518,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O']",1,"['A O', ': O', 'NO O', ', O', 'IT O', ""WASN'T O"", 'FOUR B-DATE', 'MONTHS E-DATE', 'THAT O', 'I O', 'RECALL O', '. O']"
Q: AND THAT WAS IN THE COURSE OF A YEAR?,121829,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O']",1,"['Q O', ': O', 'AND O', 'THAT O', 'WAS O', 'IN O', 'THE O', 'COURSE O', 'OF O', 'A B-DATE', 'YEAR E-DATE', '? O']"
"MR. CLARKE: And then the next box shows ""11/22/94 no.",357524,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O']",1,"['MR O', '. O', 'CLARKE S-PERSON', ': O', 'And O', 'then O', 'the O', 'next O', 'box O', 'shows O', '"" O', '11 B-DATE', '/ I-DATE', '22 I-DATE', '/ I-DATE', '94 E-DATE', 'no O', '. O']"
"You said Monday, but is there a possibility that could be faxed to counsel earlier so they can have some opportunity to evaluate it so maybe we can cut to the chase on Monday?",189959,['1'],"['O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O']",1,"['You O', 'said O', 'Monday S-DATE', ', O', 'but O', 'is O', 'there O', 'a O', 'possibility O', 'that O', 'could O', 'be O', 'faxed O', 'to O', 'counsel O', 'earlier O', 'so O', 'they O', 'can O', 'have O', 'some O', 'opportunity O', 'to O', 'evaluate O', 'it O', 'so O', 'maybe O', 'we O', 'can O', 'cut O', 'to O', 'the O', 'chase O', 'on O', 'Monday S-DATE', '? O']"
Why don't we show this first videotape.,153843,['0'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['Why O', 'do O', ""n't O"", 'we O', 'show O', 'this O', 'first O', 'videotape O', '. O']"
"MR. SCHECK: Well, prior to August 24th you said, was there any log-- DET.",329221,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-ORG', 'O']",1,"['MR O', '. O', 'SCHECK S-PERSON', ': O', 'Well O', ', O', 'prior B-DATE', 'to I-DATE', 'August I-DATE', '24th E-DATE', 'you O', 'said O', ', O', 'was O', 'there O', 'any O', 'log O', '-- O', 'DET S-ORG', '. O']"
Q: BEFORE COMING TO COURT YESTERDAY?,52133,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O']",1,"['Q O', ': O', 'BEFORE O', 'COMING O', 'TO O', 'COURT O', 'YESTERDAY S-DATE', '? O']"
"""QUESTION: DID YOU EVER TELL A REPORTER THAT YOU HEARD THE SOUND OF VOICES COMING FROM MR. SIMPSON'S HOME THE NIGHT OF JUNE 12TH?",74819,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O']",1,"['"" O', 'QUESTION O', ': O', 'DID O', 'YOU O', 'EVER O', 'TELL O', 'A O', 'REPORTER O', 'THAT O', 'YOU O', 'HEARD O', 'THE O', 'SOUND O', 'OF O', 'VOICES O', 'COMING O', 'FROM O', 'MR O', '. O', ""SIMPSON'S O"", 'HOME O', 'THE B-DATE', 'NIGHT I-DATE', 'OF I-DATE', 'JUNE I-DATE', '12TH E-DATE', '? O']"
MR. SHAPIRO: Why did you go to the hotel to meet with the Fiato brothers in January?,424546,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O', 'O', 'S-DATE', 'O']",1,"['MR O', '. O', 'SHAPIRO S-PERSON', ': O', 'Why O', 'did O', 'you O', 'go O', 'to O', 'the O', 'hotel O', 'to O', 'meet O', 'with O', 'the O', 'Fiato S-PERSON', 'brothers O', 'in O', 'January S-DATE', '? O']"
"I also want to note, your Honor, that we were promised a report from Dr. Gerdes by what Mr. Blasier called the end of next week, which would have been last Friday.",243038,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O', 'O', 'O', 'S-PERSON', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O']",1,"['I O', 'also O', 'want O', 'to O', 'note O', ', O', 'your O', 'Honor O', ', O', 'that O', 'we O', 'were O', 'promised O', 'a O', 'report O', 'from O', 'Dr. O', 'Gerdes S-PERSON', 'by O', 'what O', 'Mr. O', 'Blasier S-PERSON', 'called O', 'the B-DATE', 'end I-DATE', 'of I-DATE', 'next I-DATE', 'week E-DATE', ', O', 'which O', 'would O', 'have O', 'been O', 'last B-DATE', 'Friday E-DATE', '. O']"
