Sentence,Data_Split,Case_Name,Transcript_Date,Case_Type,Transcript_Type,Silver_Flair_Date_Detected,Silver_Flair_Entities,Silver_BIOES_NER_Tags,Gold_BIOES_NER_Tags,Sentence_NER_Annotated,Annotator_Source,NER_Annotator_Source
 I THINK THE COURT INDICATED TO US THAT JUROR 119 WAS TO APPEAR TODAY.,TR,Holmes,8/31/2022,Criminal,Trial,1.0,"[{'text': 'TODAY', 'score': 0.944, 'start_pos': 64, 'end_pos': 69}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE']",,,,
 MS. KRATZMANN.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
 LET ME CONFIRM THAT.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
" YOUR HONOR, WHILE WE'RE DOING THAT, I THINK AT SOME POINT I'D BE HAPPY TO MAKE A RECORD FOR THE JURORS THAT WERE EXCUSED.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"BASED UPON THE AGREEMENT OF THE PARTIES AFTER REVIEWING COMMUNICATION FROM THE COURT YESTERDAY, I DON'T KNOW IF THE COURT WANTS TO DO THAT AT THE END OF THE DAY NOW.",TR,Holmes,8/31/2022,Criminal,Trial,1.0,"[{'text': 'YESTERDAY', 'score': 0.985, 'start_pos': 85, 'end_pos': 94}, {'text': 'THE DAY', 'score': 0.806, 'start_pos': 153, 'end_pos': 160}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O']",,,,
" WE CAN DO THAT NOW, SURE.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
WE HAVE SOME TIME.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
" YES, YOUR HONOR.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"JUROR 119 IS HERE TODAY, SO HE WILL FOLLOW JUROR 95.",TST,Holmes,8/31/2022,Criminal,Trial,1.0,"[{'text': 'TODAY', 'score': 0.945, 'start_pos': 18, 'end_pos': 23}]","['O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","JUROR 119 IS HERE xxxTODAYxxx, SO HE WILL FOLLOW JUROR 95.",EJG,
 OKAY.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
THANK YOU.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
(PAUSE IN PROCEEDINGS.),UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
 MR. SCHENK?,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
 WE EXCUSED JUROR NUMBER 30 FOR TRAVEL.,TR,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
WE EXCUSED JUROR NUMBER 32.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
THIS JUROR KNOWS YOUR HONOR.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
WE EXCUSED JUROR 36 FOR CHILD CARE NEEDS.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
WE EXCUSED 53 FOR HEALTH.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
WE EXCUSED 98 FOR PARENT CARE RESPONSIBILITIES.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
WE EXCUSED JUROR 115 FOR CHILD CARE AND HEALTH.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
WE EXCUSED JUROR 140 FOR HEALTH.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
WE EXCUSED 144 FOR A FINANCIAL HARDSHIP.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
WE EXCUSED 151 FOR HEALTH.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
WE EXCUSED 152 FOR HEALTH.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
WE EXCUSED 170 FOR TRAVEL.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
WE EXCUSED 176 FOR HEALTH OF A FAMILY MEMBER.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
WE EXCUSED 193 AND 194 FOR BIAS.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"AND THEN ON A SECOND LIST WE EXCUSED 39 FOR SCHOOL, A UNIVERSITY STUDENT.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
WE EXCUSED JUROR 40 FOR FINANCIAL HARDSHIP.,TR,Holmes,8/31/2022,Criminal,Trial,1.0,"[{'text': '40', 'score': 0.517, 'start_pos': 17, 'end_pos': 19}]","['O', 'O', 'O', 'S-DATE', 'O', 'O', 'O']",,,,
WE EXCUSED JUROR 100 FOR FINANCIAL HARDSHIP AND HEALTH.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
WE EXCUSED JUROR 101 FOR WORK OBLIGATIONS AND SCHOOL.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
JUROR 103 FOR HEALTH.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
109 FOR HEALTH AND FINANCIAL.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
125 FOR SCHOOL.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
I BELIEVE WE KEPT 127.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
I BELIEVE WE DID NOT EXCUSE 127.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
 THAT'S CORRECT.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
" THAT'S MY NOTES, YES.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
158 WE EXCUSED FOR SCHOOL COMMITMENTS.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
168 WE EXCUSED FOR HEALTH AND THE COMMUTE.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
WE EXCUSED 183 FOR TRAVEL.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
WE EXCUSED 212 FOR COMMUTE CHALLENGES.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
222 WE EXCUSED FOR FINANCIAL HARDSHIP.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
233 ALSO FOR FINANCIAL HARDSHIP.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
" MR. DOWNEY, DO YOU AGREE WITH THAT?",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
" WE CONCUR THAT THOSE JURORS HAVE BEEN AGREED EXCUSALS, YOUR HONOR, AND FOR THE REASONS ARTICULATED BY MR. SCHENK.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
" THANK YOU, AND THANK YOU AGAIN FOR THE TIME LOOKING AT THOSE.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
I APPRECIATE THAT.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"IT SAVES US SOME TIME, AND OF COURSE IT ALLOWED FOR LESS INCONVENIENCE OF THESE PROSPECTIVE JURORS.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
THANK YOU FOR THAT.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
I THINK THAT ACCOMPLISHES EVERYTHING THAT WE NEED TO DO NOW.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
WE JUST NEED TO GET OUR FOLKS UP HERE AND THEN WE'LL START THE VOIR DIRE PROCESS.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
THAT WILL TAKE A FEW MINUTES.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"AS YOU KNOW, WE'VE GOT LIMITED ELEVATORS HERE TO BRING UP THE - HOW MANY WILL THERE BE, MS. KRATZMANN, TOTAL, TODAY?",TST,Holmes,8/31/2022,Criminal,Trial,1.0,"[{'text': 'TODAY', 'score': 0.875, 'start_pos': 110, 'end_pos': 115}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O']","AS YOU KNOW, WE'VE GOT LIMITED ELEVATORS HERE TO BRING UP THE - HOW MANY WILL THERE BE, MS. KRATZMANN, TOTAL, xxxTODAYxxx?",EJG,
 WAS -THE CLERK: ,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
 MR. DOWNEY: LET ME CONFIRM.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
THAT'S ALL RIGHT.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
I THINK YOU SAID IT ORIGINALLY IT WAS 38.,TR,Holmes,8/31/2022,Criminal,Trial,1.0,"[{'text': '38', 'score': 0.697, 'start_pos': 38, 'end_pos': 40}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE']",,,,
"IT'S LESS THAN 40, FEWER THAN 40.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"ACTUALLY, YOUR HONOR, ONE MORE SURE.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
WHERE WOULD YOU PREFER WHERE WE ARE WHEN WE PARTICIPATE IN VOIR DIRE?,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
" WELL, THAT'S A GOOD QUESTION, WHERE  SHOULD YOU STAND?",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
 YOUR HONOR?,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
 HAVE THE LECTERN HERE.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
OUT.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
" WHEN THEY PRESENT THEIR QUESTIONS, I THINK WE'LL HAVE A LECTERN.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
WE'LL WE'LL HAVE A LECTERN THAT WE'LL ROLL IT'S THE BLACK ONE (INDICATING).,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
YES.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
IT'S NOT IDEAL.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"YOU SEE THE SEATS WITH THE SIGNS, LETTERS BEHIND YOU, AND THAT'S WHERE THE PROSPECTIVE, BALANCE OF THE PROSPECTIVE JURORS WILL BE.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"IT'S AWKWARD TO SPEAK OVER YOUR COLLEAGUE OPPOSITE'S TABLE THERE, BUT THAT'S THE BEST THAT WE CAN DO AS FAR AS A LECTERN.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"I DON'T KNOW WHAT THE PARTIES  HOW THE PARTIES FEEL ABOUT  WELL, THERE'S NO WAY TO DO IT THAT IS EFFICIENT.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"IF YOU STAND BY THE MICROPHONE THERE, THEN YOU'RE FAR AWAY FROM OUR JURY BOX AND YOU'RE SPEAKING OVER, ONCE AGAIN, COUNSEL TABLE.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
WE THOUGHT HAVING THE LECTERN THERE AND PERHAPS IN THE ANGLE THAT WE HAVE THERE AND FOCUSSING TO THE AUDIENCE IS ABOUT THE BEST THAT WE CAN DO.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
" THANK YOU, YOUR HONOR.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
I RECOGNIZE THE PROBLEMS.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
WE'LL DO THE BEST THAT WE CAN.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"IF MORE IDEAS OCCUR TO US, WE'LL LET YOU KNOW.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
 OKAY.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
THANK YOU.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
ALL RIGHT.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
THANKS.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
WE'LL SEE YOU IN A FEW MINUTES.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
THANK YOU.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
 COURT IS IN RECESS.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
 THANK YOU.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
PLEASE BE SEATED.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
THANK YOU FOR YOUR COURTESY.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
GOOD MORNING EVERYONE.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"MS. KRATZMANN, I WONDER IF YOU WOULD PLEASE ADMINISTER THE OATH, PLEASE, TO OUR PROSPECTIVE JURORS.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"THOSE OF YOU WHO ARE SEATED IN OUR PROSPECTIVE JURY SEATS WITH THE LETTERS, IF YOU WOULD PLEASE STAND AND RAISE YOUR RIGHT HANDS, PLEASE, OUR COURTROOM DEPUTY HAS A QUESTION FOR YOU.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
(PROSPECTIVE JURORS WERE GIVEN THE OATH.),UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
 YES.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
 THANK YOU VERY MUCH.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
PLEASE.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
THANK YOU.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"GOOD MORNING AGAIN, LADIES AND GENTLEMEN.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
I APOLOGIZE FOR THE DELAY THIS MORNING.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"BUT, LADIES AND GENTLEMEN, YOU HAVE BEEN SUMMONED BY THIS COURT FOR JURY SERVICE IN A CRIMINAL CASE ENTITLED UNITED STATES OF AMERICA VERSUS ELIZABETH HOLMES.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
IN THIS CASE THE DEFENDANT ELIZABETH HOLMES IS CHARGED WITH WIRE FRAUD AND CONSPIRACY TO COMMIT WIRE FRAUD.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"THE INDICTMENT ALLEGES THAT MS. HOLMES WAS THE CHIEF EXECUTIVE OFFICER, OR CEO, OF THERANOS INCORPORATED WHICH WAS IN THE BLOOD TESTING BUSINESS.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"THE INDICTMENT ALLEGES THAT THE DEFENDANT AND RAMESH ""SUNNY"" BALWANI, THERANOS'S CHIEF OPERATING OFFICER, OR COO, AND PRESIDENT, KNOWINGLY AND INTENTIONALLY DEVISED A SCHEME OR PLAN TO DEFRAUD INVESTORS IN THERANOS AND PAYING CUSTOMERS OF THERANOS.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
THE CHARGES ARE ONLY ALLEGATIONS AND ARE NOT EVIDENCE.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
THE DEFENDANT HAS ENTERED A PLEA OF NOT GUILTY TO ALL OF THE CHARGES AND IS PRESUMED TO BE INNOCENT.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
IT WILL BE THE RESPONSIBILITY OF THE GOVERNMENT THROUGH THE TRIAL TO PROVE THESE CHARGES BEYOND A REASONABLE DOUBT.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"THE INDICTMENT ALLEGES IN COUNTS ONE AND TWO THAT MS. HOLMES VIOLATED 18 UNITED STATES CODE SECTION 1349, CONSPIRACY TO COMMIT WIRE FRAUD.",TR,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"AND IN COUNTS THREE, FOUR, FIVE, SIX, SEVEN, EIGHT, NINE, TEN, ELEVEN, AND TWELVE, WITH WIRE FRAUD IN VIOLATION OF UNITED STATES CODE SECTION 1343.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"NOW, THE INDICTMENT IS NOT EVIDENCE OF ANY KIND.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
IT IS THE CHARGING DOCUMENT THAT IS FILED IN THIS CASE.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"TO THESE CHARGES MS. HOLMES HAS PLEADED NOT GUILTY, AND THIS IS AN ABSOLUTE DENIAL OF THE CHARGES.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
IT WILL BE THE PURPOSE OF THIS TRIAL FOR YOU TO DETERMINE IF THE GOVERNMENT HAS MET THEIR BURDEN IN PRESENTING THEIR CASE TO YOU.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"NOW, BEFORE WE BEGIN, I WANT TO TALK WITH YOU A LITTLE BIT ABOUT JURY SERVICE.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"IT'S VERY IMPORTANT, AND AGAIN, I WELCOME YOU TO THE COURT AND I THANK YOU AGAIN FOR YOUR SERVICE.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"NOW, I'D LIKE TO EXPLAIN AND DESCRIBE FOR YOU HOW THE TRIAL WILL GO AND BE CONDUCTED, AND WHAT YOU, AND I, AND THE LAWYERS WILL BE DOING.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"NOW, FIRST OF ALL, WHEN I REFER TO THE GOVERNMENT, I MEAN MR. ROBERT LEACH, MS. KELLY VOLKAR, MR. JOHN BOSTIC, AND MR. JEFF SCHENK WHO ARE THE ASSISTANT UNITED STATES ATTORNEYS PROSECUTING THIS CASE.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"MR. LEACH, WOULD YOU INTRODUCE YOUR TEAM, PLEASE?",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
" THANK YOU, YOUR HONOR, YES.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"GOOD MORNING, EVERYONE.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
MY NAME IS ROBERT LEACH.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"WITH ME IS JOHN BOSTIC, JEFF SCHENK, KELLY VOLKAR.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"TO MY RIGHT IS SPECIAL AGENT ADDY HERNANDEZ WITH THE FBI, AND SEATED AT THE TABLE HERE IS MADDI WACHS, WHO IS A PARALEGAL IN MY OFFICE.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
GOOD MORNING EVERYBODY.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
 THANK YOU.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"WHEN I REFER TO DEFENSE COUNSEL I MEAN MR. KEVIN DOWNEY, MR. LANCE WADE, MS. AMY SAHARIA, WHO I DON'T BELIEVE IS WITH US TODAY, MS. KATHERINE TREFZ, WHO ARE THE ATTORNEYS REPRESENTING MS. HOLMES.",TR,Holmes,8/31/2022,Criminal,Trial,1.0,"[{'text': 'TODAY', 'score': 0.804, 'start_pos': 121, 'end_pos': 126}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
"WOULD YOU PLEASE INTRODUCE YOUR TEAM, MR. DOWNEY?",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
" GOOD MORNING, YOUR HONOR.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"GOOD MORNING, LADIES AND GENTLEMEN.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"MY NAME IS KEVIN DOWNEY AND I REPRESENT THE DEFENDANT IN THIS CASE, ELIZABETH HOLMES, WHO IS SEATED AT COUNSEL TABLE.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"AS YOUR HONOR SAYS, THERE ARE A FEW COUNSEL ASSISTING IN THAT EFFORT.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"THIS IS MR. LANCE WADE, THIS IS MS. KATHERINE TREFZ, AND THIS IS MR. JOHN CLINE WHO SERVES WITH US AS COCOUNSEL IN THE CASE.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"SEATED AT THE TABLE IS MS. ELIZABETH HOLMES, WHO YOU WILL BE HEARING ABOUT THROUGHOUT THE TRIAL.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
THANK YOU FOR BEING HERE.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
" THANK YOU, MR. DOWNEY.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"I APOLOGIZE, MR. CLINE.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
I DIDN'T SEE YOU HIDDEN IN THE CORNER THERE.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"I'M SORRY, SIR.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"LADIES AND GENTLEMEN, I THINK YOU'VE RECEIVED A SCHEDULE, AND THIS CASE IS EXPECTED TO TAKE APPROXIMATELY 13 WEEKS OF EVIDENCE IN COURT.",TR,Holmes,8/31/2022,Criminal,Trial,1.0,"[{'text': 'APPROXIMATELY 13 WEEKS', 'score': 0.646, 'start_pos': 92, 'end_pos': 114}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O']",,,,
IT COULD BE A BIT LONGER.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
THIS MORNING WE WILL BEGIN SELECTING JURORS WHO WILL SIT TO HEAR THIS CASE.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
THIS PROCESS INVOLVES INTERVIEWING SEPARATE PANELS OF POTENTIAL JURORS OVER THE COURSE OF TODAY AND PERHAPS TOMORROW.,TR,Holmes,8/31/2022,Criminal,Trial,1.0,"[{'text': 'TODAY', 'score': 0.983, 'start_pos': 90, 'end_pos': 95}, {'text': 'TOMORROW', 'score': 0.993, 'start_pos': 108, 'end_pos': 116}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'S-DATE']",,,,
"AFTER OUR SESSION TODAY, YOU WILL BE PERMITTED TO LEAVE THE COURTHOUSE.",TR,Holmes,8/31/2022,Criminal,Trial,1.0,"[{'text': 'TODAY', 'score': 0.978, 'start_pos': 18, 'end_pos': 23}]","['O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
YOU WILL BE NOTIFIED BY THE COURT WHETHER AND WHEN YOU SHOULD RETURN TO THE COURTHOUSE.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
WE'LL THEN RETURN TO COMPLETE THIS PROCESS AND WE WILL THEN BEGIN THE TRIAL ONCE WE HAVE A JURY.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"YOU SEE THE SCHEDULES ON YOUR SEATS, AND ACCORDING TO THIS SCHEDULE, JURY DELIBERATIONS ARE ANTICIPATED TO BEGIN THE FIRST OR SECOND WEEK OF DECEMBER.",TR,Holmes,8/31/2022,Criminal,Trial,1.0,"[{'text': 'THE FIRST OR SECOND WEEK OF DECEMBER', 'score': 0.916, 'start_pos': 113, 'end_pos': 149}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'E-DATE']",,,,
IT COULD BE SOONER.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
THESE ARE ALL  APPROXIMATIONS.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"THIS MAY CHANGE, AND, OF COURSE, I'LL KEEP YOU INFORMED AS TO OUR SCHEDULE.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
"NOW, AS YOU SAW IN THE QUESTIONNAIRES THAT YOU FILLED OUT  AND LET ME THANK YOU FOR COMING IN AND FILLING OUT THOSE QUESTIONNAIRES.",UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
THEY'RE VERY HELPFUL TO US.,UNLABELED,Holmes,8/31/2022,Criminal,Trial,0.0,[],,,,,
